,isolate,host,isolation_source,collection_date,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,experiment_id,SRA_id
SRR23055994,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani Kere",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055994,SRX19009464
SRR23055993,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki_1",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055993,SRX19009465
SRR23056142,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056142,SRX19009316
SRR23056209,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadabeesanahalli Ph-I_1",12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,500000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056209,SRX19009249
SRR23056198,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Halasuru",12.9817 N 77.6284 E,viral single amplified genome (vSAG),ultracentrifugation,20000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056198,SRX19009260
SRR23056058,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Lalbagh",12.9507 N 77.5848 E,viral single amplified genome (vSAG),ultracentrifugation,15000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056058,SRX19009401
SRR23056069,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Cubbon Park",12.9779 N 77.5952 E,viral single amplified genome (vSAG),ultracentrifugation,40000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056069,SRX19009390
SRR23056156,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)_1",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056156,SRX19009303
SRR23055992,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Halasuru_1",12.9817 N 77.6284 E,viral single amplified genome (vSAG),ultracentrifugation,20000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055992,SRX19009466
SRR23055991,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadabeesanahalli Ph-I",12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,500000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055991,SRX19009467
SRR23055990,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 2 (60MLD)",12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055990,SRX19009468
SRR23056220,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 2 (60MLD)_1",12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056220,SRX19009238
SRR23055989,wastewater,SARS-CoV-2,environmental,2022-01-03,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055989,SRX19009469
