,collection_date,collection_time,geo_loc_name,isolation_source,collection_site_id,project_name,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_flow,instantaneous_flow,ww_population,ww_sample_matrix,ww_sample_type,collection_volume,ww_sample_duration,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,concentration_method,extraction_method,extraction_control,ww_surv_target_1,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,sequenced_by,BioSampleModel,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,sequence_submitter_contact_email,experiment_id,SRA_id,raw_sequence_data_processing_method,sample_name,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,ww_endog_control_1,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1_units,ww_primary_sludge_retention_time,ww_processing_protocol,ww_surv_target_2_protocol
SRR25757798,2023-08-13,,USA: Ohio,wastewater,OH0023833,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,217888302.3,,377378,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,10239.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757798,SRX21480652,DRAGEN bcl convert,3PF00000601_08132023,oh,3PF00000601_08132023,utility provided information,,,,,,,
SRR25757796,2023-08-13,,USA: Ohio,wastewater,OH0024643,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,513036859.1,,313158,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757796,SRX21480654,DRAGEN bcl convert,3PF00001_08132023,oh,3PF00001_08132023,utility provided information,,,,,,,
SRR25757793,2023-08-13,,USA: Ohio,wastewater,OH0043567,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,38724762.55,,35000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757793,SRX21480657,DRAGEN bcl convert,3PK00004_08132023,oh,3PK00004_08132023,utility provided information,,,,,,,
SRR25757791,2023-08-13,,USA: Ohio,wastewater,OH0020273,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,2728524.814,,3300,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,55873.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757791,SRX21480659,DRAGEN bcl convert,4PB00009601_08132023,oh,4PB00009601_08132023,utility provided information,,,,,,,
SRR25757787,2023-08-13,,USA: Ohio,wastewater,OH0026026,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,15520188.31,,24303,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,35916.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757787,SRX21480663,DRAGEN bcl convert,4PD00001601_08132023,oh,4PD00001601_08132023,utility provided information,,,,,,,
SRR25757785,2023-08-13,,USA: Ohio,wastewater,OH0028002,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,8252197.689,,14000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,24463.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757785,SRX21480665,DRAGEN bcl convert,4PD00002_08132023,oh,4PD00002_08132023,utility provided information,,,,,,,
SRR25757783,2023-08-13,,USA: Ohio,wastewater,OH0023931,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,6885664.035,,24536,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,24387.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757783,SRX21480668,DRAGEN bcl convert,0PD00000_08132023,oh,0PD00000_08132023,utility provided information,,,,,,,
SRR25757781,2023-08-13,,USA: Ohio,wastewater,OH0024775,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,4542494.141,,12000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,66652.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757781,SRX21480670,DRAGEN bcl convert,0PD00004_08132023,oh,0PD00004_08132023,utility provided information,,,,,,,
SRR25726265,2023-08-13,,USA: Washington,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,173800.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726265,SRX21450529,,,wa,11170.A,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726439,2023-08-13,,USA: New York,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,596326.0,post grit removal,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726439,SRX21450355,,,nz,9355.F,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726272,2023-08-13,,USA: Kansas,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,40000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726272,SRX21450522,,,ks,10816.C,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726271,2023-08-13,,USA: Tennessee,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,52000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726271,SRX21450523,,,tn,8560.C,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726279,2023-08-13,,USA: Maryland,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,88500.0,post grit removal,composite,,23,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726279,SRX21450515,,,md,10974.B,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726276,2023-08-13,,USA: California,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,60000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726276,SRX21450518,,,ca,10918.C,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25757755,2023-08-13,,USA: Ohio,wastewater,OH0020532,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,3251668.722,,8655,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,91074.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757755,SRX21480696,DRAGEN bcl convert,2PD00018_08132023,oh,2PD00018_08132023,utility provided information,,,,,,,
SRR25726275,2023-08-13,,USA: Florida,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,59587.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726275,SRX21450519,,,fl,10786.M,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726274,2023-08-13,,USA: Texas,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,900000.0,post grit removal,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726274,SRX21450520,,,tx,6879.V,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726273,2023-08-13,,USA: Florida,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,50000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726273,SRX21450521,,,fl,10786.X,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726278,2023-08-13,,USA: Texas,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,140000.0,raw wastewater,composite,,34,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726278,SRX21450516,,,tx,10894.AA,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726277,2023-08-13,,USA: Pennsylvania,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,41000.0,raw wastewater,composite,,23,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726277,SRX21450517,,,pa,8336.D,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25757751,2023-08-13,,USA: Ohio,wastewater,OH0052914,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,16738969.78,,44680,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,58147.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25757751,SRX21480700,DRAGEN bcl convert,2PD00035_08132023,oh,2PD00035_08132023,utility provided information,,,,,,,
SRR25726267,2023-08-13,,USA: Indiana,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,315000.0,post grit removal,composite,,23,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726267,SRX21450527,,,in,11126.C,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726286,2023-08-13,,USA: Arkansas,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,18463.0,post grit removal,composite,,23,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726286,SRX21450508,,,ar,10732.X,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726270,2023-08-13,,USA: Florida,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,96136.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726270,SRX21450524,,,fl,11110.E,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726283,2023-08-13,,USA: Indiana,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,60000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726283,SRX21450511,,,in,11181.G,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726268,2023-08-13,,USA: Tennessee,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,45000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726268,SRX21450526,,,tn,10842.F,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726323,2023-08-12,,USA: California,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,85000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726323,SRX21450471,,,ca,10740.B,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726362,2023-08-12,,USA: California,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,150000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726362,SRX21450432,,,ca,10740.P,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25726288,2023-08-12,,USA: California,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,160000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25726288,SRX21450506,,,ca,10740.A,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25729616,2023-08-11,00:00,USA: Washington,wastewater,WA0020567,CDC NWSS,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,1.67,See ww_flow,24180,raw wastewater,composite,50 mL,2:45,7.4,Not Collected,0,Not Collected,No,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,OC43 Recovery Control,SARS-CoV-2,yes,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,11069167,Copies/L,N gene (N1),SARS-CoV-2,9487165,Copies/L,N gene (N2),yes,Community Surveillance,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 kit,QIAseq Direct SARS-CoV-2 primer panel,175-275,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,micromolecularlab@doh.wa.gov,SRR25729616,SRX21453665,,,,,,,,,,,,
SRR25729614,2023-08-11,06:45,USA: Washington,wastewater,WA0044652,CDC NWSS,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,See instantaneous_flow,Not Collected,35812,raw wastewater,grab,50 mL,5.5,5.0,Not Collected,0,Not Collected,No,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,OC43 Recovery Control,SARS-CoV-2,yes,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,4178556,Copies/L,N gene (N1),SARS-CoV-2,4480764,Copies/L,N gene (N2),yes,Community Surveillance,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 kit,QIAseq Direct SARS-CoV-2 primer panel,175-275,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,micromolecularlab@doh.wa.gov,SRR25729614,SRX21453667,,,,,,,,,,,,
SRR25729606,2023-08-11,08:33,USA: Washington,wastewater,WA0093317,CDC NWSS,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,7.1,See ww_flow,120000,raw wastewater,composite,50 mL,24,3.8,Not Collected,10,Not Collected,No,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,OC43 Recovery Control,SARS-CoV-2,yes,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,11162011,Copies/L,N gene (N1),SARS-CoV-2,9797431,Copies/L,N gene (N2),yes,Community Surveillance,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 kit,QIAseq Direct SARS-CoV-2 primer panel,175-275,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,micromolecularlab@doh.wa.gov,SRR25729606,SRX21453675,,,,,,,,,,,,
SRR25729608,2023-08-11,00:00,USA: Washington,wastewater,WA0024473,CDC NWSS,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,25.86,See ww_flow,225000,raw wastewater,composite,50 mL,7.5,18.9,Not Collected,1.4,Not Collected,No,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,OC43 Recovery Control,SARS-CoV-2,yes,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,4158931,Copies/L,N gene (N1),SARS-CoV-2,4074254,Copies/L,N gene (N2),yes,Community Surveillance,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 kit,QIAseq Direct SARS-CoV-2 primer panel,175-275,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,micromolecularlab@doh.wa.gov,SRR25729608,SRX21453673,,,,,,,,,,,,
