,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,geo_loc_name,isolation_source,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_population,ww_surv_jurisdiction,ww_sample_matrix,ww_sample_type,ww_sample_duration,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,sequenced_by,BioSampleModel,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,isolate,host,env_broad_scale,env_local_scale,env_medium,lat_lon,source_uvig,virus_enrich_appr,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25726427,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726427,SRX21450367,USA: New York,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,244918.0,nz,post grit removal,composite,24,9355.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,VLjrmTPkVaph
SRR25757675,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,4PF00000601_08132023,,,,,,SRR25757675,SRX21480776,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,645940,oh,raw wastewater,composite,24,4PF00000601_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0024732,utility provided information,bcov vaccine,88547.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,267250072,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024732
SRR25757729,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,1PK00003_08132023,,,,,,SRR25757729,SRX21480722,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,46160,oh,raw wastewater,composite,24,1PK00003_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025381,utility provided information,bcov vaccine,81894.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,25941426.96,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025381
SRR25726291,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726291,SRX21450503,USA: Montana,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,3000.0,mt,raw wastewater,composite,23,11060.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,EV7beu73VoHr
SRR25757687,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00007_08132023,,,,,,SRR25757687,SRX21480764,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,25000,oh,raw wastewater,composite,24,2PD00007_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025291,utility provided information,bcov vaccine,10029.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,29787473.47,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025291
SRR25726272,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726272,SRX21450522,USA: Kansas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,40000.0,ks,raw wastewater,composite,24,10816.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HUgABvD4UaHN
SRR25726387,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726387,SRX21450407,USA: Texas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,900000.0,tx,post grit removal,composite,24,6879.U,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,h8fhAMRK7rxH
SRR25726379,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726379,SRX21450415,USA: South Dakota,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,80000.0,sd,raw wastewater,composite,24,10486.I,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,5kzbLDPJuQg6
SRR25726356,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726356,SRX21450438,USA: New York,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,588772.0,nz,raw wastewater,composite,21,10727.AG,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,VvryaaQFSPRD
SRR25724513,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25724513,SRX21448634,USA: Pennsylvania,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,25000.0,pa,post grit removal,composite,24,6343.I,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,VrjtoECd7drt
SRR25726270,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726270,SRX21450524,USA: Florida,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,96136.0,fl,raw wastewater,composite,24,11110.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TcnQSvbKdgqE
SRR25726367,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726367,SRX21450427,USA: Hawaii,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,10000.0,hi,raw wastewater,composite,27,8590.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,jf7XBf2u9aCf
SRR25726439,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726439,SRX21450355,USA: New York,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,596326.0,nz,post grit removal,composite,24,9355.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,gNns4edpBYjC
SRR25757747,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00000_08132023,,,,,,SRR25757747,SRX21480704,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,61000,oh,raw wastewater,composite,24,2PE00000_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0026069,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,36264244.89,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026069
SRR25757787,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,4PD00001601_08132023,,,,,,SRR25757787,SRX21480663,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,24303,oh,raw wastewater,composite,24,4PD00001601_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0026026,utility provided information,bcov vaccine,35916.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,15520188.31,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026026
SRR25757719,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,2PK00000_08132023,,,,,,SRR25757719,SRX21480732,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,195577,oh,raw wastewater,composite,24,2PK00000_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0034223,utility provided information,bcov vaccine,99158.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,50820288.82,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0034223
SRR25757745,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00001_08132023,,,,,,SRR25757745,SRX21480706,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,52000,oh,raw wastewater,composite,24,2PE00001_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0026328,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,51633016.73,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026328
SRR25757721,,,,,,,,,,2023-08-13,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00001_08132023,,,,,,SRR25757721,SRX21480730,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,55000,oh,raw wastewater,composite,24,2PF00001_08132023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0027332,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,90410775.05,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027332
SRR25726363,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726363,SRX21450431,USA: Hawaii,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,32600.0,hi,raw wastewater,composite,22,8569.G,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZAKSxLjyyaBY
SRR25726251,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726251,SRX21450543,USA: Tennessee,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,50000.0,tn,post grit removal,composite,24,10982.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,dMxHyt6tp9Zz
SRR25726318,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726318,SRX21450476,USA: Hawaii,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,5000.0,hi,raw wastewater,composite,24,8577.O,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,7nsDmCncG4iX
SRR25726319,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726319,SRX21450475,USA: New York,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,90474.0,nz,raw wastewater,composite,21,9359.AZ,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,P6J4ancsxZ3n
SRR25726396,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726396,SRX21450370,USA: Kansas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,54985.0,ks,raw wastewater,composite,23,7747.T,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,cr3EMcEh99zj
SRR25726366,,,,,,,,,,2023-08-13,,,,,,,,,,,,,,,,,SRR25726366,SRX21450428,USA: Hawaii,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,109236.0,hi,raw wastewater,composite,23,10792.N,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,XM3oa3oEcgXV
SRR25726362,,,,,,,,,,2023-08-12,,,,,,,,,,,,,,,,,SRR25726362,SRX21450432,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,150000.0,ca,raw wastewater,composite,24,10740.P,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,D5qZcRBkWpcg
SRR25726288,,,,,,,,,,2023-08-12,,,,,,,,,,,,,,,,,SRR25726288,SRX21450506,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,160000.0,ca,raw wastewater,composite,24,10740.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,YjqogkDDu2wH
SRR25729608,,,,,,,,,,2023-08-11,,,,,,,,,,CDC NWSS,,,,,,,SRR25729608,SRX21453673,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,225000,,raw wastewater,composite,7.5,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA0024473,,OC43 Recovery Control,4158931,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,25.86,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,00:00,See ww_flow,50 mL,18.9,Not Collected,1.4,Not Collected,No,SARS-CoV-2,4074254,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,,nan: nan,WA0024473
SRR25729606,,,,,,,,,,2023-08-11,,,,,,,,,,CDC NWSS,,,,,,,SRR25729606,SRX21453675,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,120000,,raw wastewater,composite,24,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA0093317,,OC43 Recovery Control,11162011,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,7.1,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,08:33,See ww_flow,50 mL,3.8,Not Collected,10,Not Collected,No,SARS-CoV-2,9797431,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,,nan: nan,WA0093317
SRR25729614,,,,,,,,,,2023-08-11,,,,,,,,,,CDC NWSS,,,,,,,SRR25729614,SRX21453667,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,35812,,raw wastewater,grab,5.5,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA0044652,,OC43 Recovery Control,4178556,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,See instantaneous_flow,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,06:45,Not Collected,50 mL,5.0,Not Collected,0,Not Collected,No,SARS-CoV-2,4480764,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,,nan: nan,WA0044652
SRR25757777,,,,,,,,,,2023-08-10,,,,,,,,,,GenomeTrakr; LFFM ww project,0PD00009_08102023,,,,,,SRR25757777,SRX21480674,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,8500,oh,raw wastewater,composite,24,0PD00009_08102023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0023388,utility provided information,bcov vaccine,15410.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,3611282.842,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0023388
SRR25729609,,,,,,,,,,2023-08-10,,,,,,,,,,CDC NWSS,,,,,,,SRR25729609,SRX21453672,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,2323,,raw wastewater,composite,7,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA0021008,,OC43 Recovery Control,2853947,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,0.186,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,01:00,See ww_flow,50 mL,4,Not Collected,0,Not Collected,No,SARS-CoV-2,2935848,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,B,Low_cov,SRA human read removal tool,,nan: nan,WA0021008
SRR25729613,,,,,,,,,,2023-08-10,,,,,,,,,,CDC NWSS,,,,,,,SRR25729613,SRX21453668,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,117072,,raw wastewater,composite,6,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA002402,,OC43 Recovery Control,4177055,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,9.64,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,04:00,See ww_flow,50 mL,6.11,Not Collected,6,324,No,SARS-CoV-2,5019850,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,,nan: nan,WA002402
SRR25729611,,,,,,,,,,2023-08-10,,,,,,,,,,CDC NWSS,,,,,,,SRR25729611,SRX21453670,USA: Washington,wastewater,Washington State Department of Health,public health surveillance community-level,wastewater treatment plant,43300,,raw wastewater,composite,Not Collected,,,Ceres Nanotrap,MagMAX Viral/Pathogen Nucleic Acid Isolation Kit,SARS-CoV-2,yes,Washington State Department of Health,SARS-CoV-2: wastewater surveillance,QIAseq Direct SARS-CoV-2 primer panel,,,WA0037168,,OC43 Recovery Control,15644240,Copies/L,N gene (N1),ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,3.88,QIAseq Direct SARS-CoV-2 kit,175-275,micromolecularlab@doh.wa.gov,,,,,,,,,,03:40,See ww_flow,50 mL,7.3,Not Collected,20,Not Collected,No,SARS-CoV-2,15267308,Copies/L,N gene (N2),yes,Community Surveillance,GalaxyTrakr SSQuAWK,4.0.2,A,N/A,SRA human read removal tool,,nan: nan,WA0037168
