,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id
ERR9862803,2022-06-20,2022-06-20,SAMEA110150322,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,17_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862803,ERX9407881
ERR9862811,2022-06-20,2022-06-20,SAMEA110150330,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862811,ERX9407889
ERR9862827,2022-06-20,2022-06-20,SAMEA110150346,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862827,ERX9407905
ERR9862793,2022-06-20,2022-06-20,SAMEA110150312,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862793,ERX9407871
ERR9862783,2022-06-20,2022-06-20,SAMEA110150302,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,25_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862783,ERX9407861
ERR9862819,2022-06-20,2022-06-20,SAMEA110150338,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,10_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862819,ERX9407897
ERR9862781,2022-06-20,2022-06-20,SAMEA110150300,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862781,ERX9407859
ERR9862801,2022-06-20,2022-06-20,SAMEA110150320,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862801,ERX9407879
ERR9862817,2022-06-20,2022-06-20,SAMEA110150336,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862817,ERX9407895
ERR9862791,2022-06-20,2022-06-20,SAMEA110150310,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,17_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862791,ERX9407869
ERR9862854,2022-06-20,2022-06-20,SAMEA110150373,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,25_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862854,ERX9407932
ERR9862809,2022-06-20,2022-06-20,SAMEA110150328,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,10_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862809,ERX9407887
ERR9862779,2022-06-20,2022-06-20,SAMEA110150298,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,17_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862779,ERX9407857
ERR9862789,2022-06-20,2022-06-20,SAMEA110150308,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862789,ERX9407867
ERR9862799,2022-06-20,2022-06-20,SAMEA110150318,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,10_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862799,ERX9407877
ERR9862844,2022-06-20,2022-06-20,SAMEA110150363,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,25_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862844,ERX9407922
ERR9862852,2022-06-20,2022-06-20,SAMEA110150371,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862852,ERX9407930
ERR9862807,2022-06-20,2022-06-20,SAMEA110150326,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,05_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862807,ERX9407885
ERR9862797,2022-06-20,2022-06-20,SAMEA110150316,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,05_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862797,ERX9407875
ERR9862842,2022-06-20,2022-06-20,SAMEA110150361,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862842,ERX9407920
ERR9862835,2022-06-20,2022-06-20,SAMEA110150354,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,25_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862835,ERX9407913
ERR9862777,2022-06-20,2022-06-20,SAMEA110150296,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862777,ERX9407855
ERR9862787,2022-06-20,2022-06-20,SAMEA110150306,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,10_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862787,ERX9407865
ERR9862850,2022-06-20,2022-06-20,SAMEA110150369,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,17_2021_04_09,2021-04-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862850,ERX9407928
ERR9862775,2022-06-20,2022-06-20,SAMEA110150294,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862775,ERX9407853
ERR9862785,2022-06-20,2022-06-20,SAMEA110150304,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,05_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862785,ERX9407863
ERR9862833,2022-06-20,2022-06-20,SAMEA110150352,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,19_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862833,ERX9407911
ERR9862848,2022-06-20,2022-06-20,SAMEA110150367,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862848,ERX9407926
ERR9862825,2022-06-20,2022-06-20,SAMEA110150344,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,25_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862825,ERX9407903
ERR9862840,2022-06-20,2022-06-20,SAMEA110150359,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,17_2021_04_08,2021-04-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862840,ERX9407918
ERR9862846,2022-06-20,2022-06-20,SAMEA110150365,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862846,ERX9407924
ERR9862815,2022-06-20,2022-06-20,SAMEA110150334,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,25_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862815,ERX9407893
ERR9862823,2022-06-20,2022-06-20,SAMEA110150342,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862823,ERX9407901
ERR9862831,2022-06-20,2022-06-20,SAMEA110150350,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,17_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862831,ERX9407909
ERR9862773,2022-06-20,2022-06-20,SAMEA110150292,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,05_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862773,ERX9407851
ERR9862838,2022-06-20,2022-06-20,SAMEA110150357,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,12_2021_04_07,2021-04-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862838,ERX9407916
ERR9862579,2022-06-20,2022-06-20,SAMEA110150098,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_06,2021-04-06,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862579,ERX9407657
ERR9862751,2022-06-20,2022-06-20,SAMEA110150270,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_06,2021-04-06,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862751,ERX9407829
ERR9862425,2022-06-20,2022-06-20,SAMEA110149944,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_06,2021-04-06,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862425,ERX9407503
ERR9862665,2022-06-20,2022-06-20,SAMEA110150184,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,19_2021_04_06,2021-04-06,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862665,ERX9407743
ERR9862498,2022-06-20,2022-06-20,SAMEA110150017,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_06,2021-04-06,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862498,ERX9407576
ERR9862424,2022-06-20,2022-06-20,SAMEA110149943,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_05,2021-04-05,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_05,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862424,ERX9407502
ERR9862578,2022-06-20,2022-06-20,SAMEA110150097,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_05,2021-04-05,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_05,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862578,ERX9407656
ERR9862750,2022-06-20,2022-06-20,SAMEA110150269,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_05,2021-04-05,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_05,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862750,ERX9407828
ERR9862664,2022-06-20,2022-06-20,SAMEA110150183,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,19_2021_04_05,2021-04-05,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_05,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862664,ERX9407742
ERR9862497,2022-06-20,2022-06-20,SAMEA110150016,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_05,2021-04-05,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_05,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862497,ERX9407575
ERR9862749,2022-06-20,2022-06-20,SAMEA110150268,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_04,2021-04-04,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_04,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862749,ERX9407827
ERR9862577,2022-06-20,2022-06-20,SAMEA110150096,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_04,2021-04-04,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_04,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862577,ERX9407655
